id,product_name,brand,price,reviews_count,avg_rate
1262,Royal Vermiceli Pasta - 1kg,Royal,EGP 18.45,16 verified ratings,4.5/5
1263,Regina Pasta Snails - 400g,Regina,EGP 12.90,127 verified ratings,4.7/5
1264,Tupperware Screw Cap Eco Water Bottle – 310ml – Blue,Tupperware,EGP 116.00,1 verified rating,5/5
1265,Sokany Hair Curler Tong 750 F,Sokany,EGP 185.00,5 verified ratings,5/5
1266,ABC Egypt Automatic Powder Detergent - 2.5 Kg +500 Gr Free,ABC Egypt,EGP 65.00,31 verified ratings,3.5/5
1267,Bobai Sun Screen Cream SPF 80 Offer,Bobai,EGP 135.00,,
1268,Rexona Invisible & Antibacterial Roll On for Women - 50Ml,Rexona,EGP 25.00,10 verified ratings,4.4/5
1269,Selfie Light Ring - 26 Cm With Stand - 210 Cm For Camera & Phone For Tiktok,(565 verified ratings),EGP 185.00,565 verified ratings,4.2/5
1270,Bobana Vitamin C Face Wash - 50 ML,Bobana,EGP 23.00,16 verified ratings,4.4/5
1271,LC Waikiki High Waist Mom Fit Pocket Detailed Women's Rodeo Jeans,LC Waikiki,EGP 225.00,,
1272,MG Speed Racer Jamopo Rubber Eraser - No:APX963G9 - 1pcs,MG,EGP 12.00,,
1273,L'Oreal Paris Pure Clay Face Mask With Red Algae - 50ml,L'Oreal Paris,EGP 245.00,743 verified ratings,4.5/5
1274,Laptop Backpack - Blue.,(101 verified ratings),EGP 165.00,101 verified ratings,3.7/5
1275,LC Waikiki Elastic Waist Printed Cotton Baby Girl Short Leggings 2 Pack,LC Waikiki,EGP 89.00,,
1276,5 Pieces Men's Boxer Shorts,(18 verified ratings),EGP 105.00,18 verified ratings,4.3/5
1277,LC Waikiki Crew Neck Printed Short Sleeve Cotton Women's T-Shirt,LC Waikiki,EGP 100.00,2 verified ratings,4.5/5
1278,JOYROOM JR-EP1 Earphone 1.2m 3.5mm Plug Wire Control In-Ear,JOYROOM,EGP 74.00,244 verified ratings,4.1/5
1279,Eva Skin Clinic White Pearl Night Cream 50 ml + Facial Scrub 100 ml,Eva,EGP 195.00,20 verified ratings,4.6/5
1280,NIVEA Creme Moisturizing All Purpose Cream Tin - 250ml,NIVEA,EGP 63.00,236 verified ratings,4.8/5
1281,OSSUM Desire Perfume Spray For Women - 120Ml,OSSUM,EGP 45.00,4 verified ratings,5/5
1282,LC Waikiki Basic Baby Girl Jean Short,LC Waikiki,EGP 137.00,,
1283,VGR V-085 Professional Cord &Hair Shaver - Gold +gift Bag From Dukan Alaa,VGR,EGP 275.00,93 verified ratings,4.3/5
1284,AL Asil Corn Oil - 1.5 Liter.,AL Asil,EGP 76.15,75 verified ratings,4.3/5
1285,Garnier Fast Bright Vitamin C Booster Serum - 30ml + FREE Fast Bright Tissue Mask - 28 Gm,Garnier,EGP 201.00,11 verified ratings,5/5
1286,Izor Short Sleeves Buttoned Pique Polo Shirt - Black,Izor,EGP 144.00,152 verified ratings,4.2/5
1287,Borio Cocoa Biscuits Stuffed With Vanilla - 36gm-12PCS,Borio,EGP 36.00,3 verified ratings,4.7/5
1288,"Sina Divided Lunch Box, 1.5 Liter - Yellow",Sina,EGP 63.90,6 verified ratings,3.8/5
1289,Chefy Mix Ketchup - 5kg,Chefy Mix,EGP 87.00,84 verified ratings,4.5/5
1290,Karimed SNOW SHINE Micellar Water Makeup Remover 100ML,Karimed,EGP 29.00,65 verified ratings,4.3/5
1291,Luna Lip Moisturizer New Kit 6 Moods 3.5 Gm,Luna,EGP 82.00,1333 verified ratings,4.4/5
1292,Italiano Cannelloni Pasta - 250g,Italiano,EGP 24.50,123 verified ratings,4.5/5
1293,Unionaire MEGAFAY 12-MEGO012CV5RBWPK-LN-Cooling Only Split Air Conditioner - 1.5HP,Unionaire,"EGP 6,667.00",4 verified ratings,4.5/5
1294,Imperial Horse Dark Brown Wallet Leather,Imperial Horse,EGP 179.99,74 verified ratings,4.2/5
1295,Giardino Vinegar – 1l,Giardino,EGP 10.00,21 verified ratings,4.5/5
1296,Always Daily Liners - Normal - 40 Pcs,Always,EGP 63.45,8 verified ratings,4.8/5
1297,Diadora Running Shoe Men - Black,Diadora,EGP 834.00,17 verified ratings,4.5/5
1298,Mr. Food Whole Grain Oats - 500g,Mr. Food,EGP 29.95,52 verified ratings,4.4/5
1299,LC Waikiki Classic Crew Neck Floral Long Sleeve Women's Tunic,LC Waikiki,EGP 239.00 - EGP 399.00,,
1300,Modern Home Shoes Storage With Storage Unit And Sponge Seat - 60x42x30 Cm - White,Modern Home,EGP 560.00,223 verified ratings,4.5/5
1301,Tresemme Keratin Smooth & Straight Hair Shampoo - 600 Ml,Tresemme,EGP 95.95,407 verified ratings,4.4/5
1302,LC Waikiki Basic Boy Roller With Waist Elastic,LC Waikiki,EGP 52.00,3 verified ratings,5/5
1303,Cottonil Set OF Three Sleeveless Derby - For Boy,Cottonil,EGP 109.99,206 verified ratings,4.5/5
1304,Measuring Spoons From 7.5 Ml To 1 Cup - 6 Pcs,(381 verified ratings),EGP 17.32,381 verified ratings,4.2/5
1305,Might Cinema Eyeshadow Palette - 48 Color,Might Cinema,EGP 129.00,3 verified ratings,4.7/5
1306,Aldoha Small Rings Pasta - 400g,Aldoha,EGP 14.00,74 verified ratings,4.7/5
1307,Servet Sneakers Comfort Sport Shoes For Women - Gray - Made In Turkey,Servet,EGP 200.00,8 verified ratings,4.8/5
1308,Fabiola I'm Bleu - EDP - For Men - 35 ML,Fabiola,EGP 80.00,,
1309,Gg-200-Casual Elastic Waist Pants,(2 verified ratings),EGP 190.00 - EGP 220.00,2 verified ratings,4/5
1310,American Eagle Slim Fit Pique Polo Shirt,American Eagle,EGP 390.00,495 verified ratings,4.6/5
1311,Ovial Natural Jojoba Beard Oil,Ovial,EGP 90.00,12 verified ratings,4.8/5
1312,Al Attar Pomegranate (Kajarat) Herbal Tea - 20 Bags,Al Attar,EGP 28.00,33 verified ratings,4.6/5
1313,Always Soft Night Maxi thick Clean & Soft Extra Long - Night Sanitary Pads 26 Pieces,Always,EGP 42.45,38 verified ratings,4.6/5
1314,Double Jade Crystal Stone Facial Massage+ Free Facial Cleansing Brush,(112 verified ratings),EGP 56.50,112 verified ratings,4.2/5
1315,Lux Magical Beauty Shower Gel - Black Orchids & Juniper Oil - 500Ml,Lux,EGP 52.95,170 verified ratings,4.5/5
1316,Me Now Pro New Blusher Set - 6 Colors - B Series,Me Now Pro,EGP 85.00,30 verified ratings,4.6/5
1317,Iphone 13 Pro Max (6.7 Inch) Anti Shock Transperent Case,(9 verified ratings),EGP 49.99,9 verified ratings,4.1/5
1318,Guess Pink For Her EDP 75ml,Guess,EGP 525.00,6 verified ratings,4.5/5
1319,Gad Woods Modern Decor Shelf - White,Gad Woods,EGP 180.00,183 verified ratings,4.2/5
1320,Dice Boxer - Set Of 3 Boxers - Multi Color - For Men,Dice,EGP 139.99,3 verified ratings,5/5
1321,Star Pasta Big Rings - 400g,Star,EGP 7.00,48 verified ratings,4.5/5
1322,L'Oreal Paris Paradise Extatic Intense Volume Mascara,L'Oreal Paris,EGP 185.00,124 verified ratings,4.4/5
1323,Credit Card ID Holder With RFID Anti-Scan Metal Wallet Cash Clip,(16 verified ratings),EGP 72.25,16 verified ratings,3.9/5
1324,SHEIN 9pairs Faux Pearl Decor Earrings-8944,SHEIN,EGP 139.00,110 verified ratings,4.3/5
1325,LC Waikiki Printed Cotton Girl Panties 4 Pieces,LC Waikiki,EGP 101.00,1 verified rating,5/5
1326,Pretty Woman Fixer Setting Spray - 75ml,Pretty Woman,EGP 69.00,2 verified ratings,4.5/5
1327,Rani Pineapple Float Super Fruit Drink – 240ml,Rani,EGP 6.75,20 verified ratings,4.3/5
1328,"Tiba Fiber Pillow Loose Fiber Filling, 650 Gm, Medium",Tiba,EGP 99.00,8 verified ratings,4.6/5
1329,Celebrat Stereo Sound Earphones G4 - Handfree - Black,Celebrat,EGP 49.00,11 verified ratings,4.5/5
1330,"Finish Dishwasher Detergent Tablets, Quantum 40 tablets @50% Off",Finish,EGP 231.00,26 verified ratings,4.5/5
1331,LC Waikiki Comfortable Fit Short Sleeved Men's Shirt,LC Waikiki,EGP 179.00,,
1332,Sony PlayStation 5 Console – Middle East Edition,Sony,"EGP 17,888.00",,
1333,LC Waikiki Polo Neck Short Sleeve Patterned Men's T-Shirt,LC Waikiki,EGP 137.00 - EGP 229.00,6 verified ratings,4.8/5
1334,Keyroad 12 AquaFun Water Colour Pencils KR971872,Keyroad,EGP 45.60,4 verified ratings,5/5
1335,Smart Air Black Ice Air Freshener Spray - 460 Ml,Smart Air,EGP 28.00,11 verified ratings,4.9/5
1336,Might Cinema 3D Waterproof Liquid Eyeliner - 0.8g,Might Cinema,EGP 45.00,26 verified ratings,4/5
1337,LC Waikiki Lcw Green Skinny Fit Basic Baby Boy Jeans And Suspenders 2-Pack Set,LC Waikiki,EGP 150.00 - EGP 299.00,5 verified ratings,5/5
1338,Lux Velvet Touch Perfumed Hand Wash - 500ml,Lux,EGP 51.95,159 verified ratings,4.7/5
1339,XIAOMI Redmi Buds 3 - White,XIAOMI,"EGP 1,099.00",1 verified rating,4/5
1340,LC Waikiki Shirt Collar Straight Long Sleeve Women's Jean Jacket,LC Waikiki,EGP 329.00,,
1341,Long Shirt.targe Sizes.Black.and.white,(126 verified ratings),EGP 179.00,126 verified ratings,4.1/5
1342,Dragon'S Delay Dragon Healthcare Dragons Delay Spray For Men - 100g,Dragon'S Delay,EGP 149.00,65 verified ratings,3.7/5
1343,Biotouch Micro Pigment Cosmetic Color Black,(8 verified ratings),EGP 94.00,8 verified ratings,3.9/5
1344,White Cube Action Play Facial Tissues - 200 Tissues – 2 Layers  Packaging my vary,White,EGP 11.95,4 verified ratings,3/5
1345,Servet Sneakers Comfort Sport Shoes For Women - Gray - Made In Turkey,Servet,EGP 200.00,7 verified ratings,4.7/5
1346,Polarized Sunglasses Men/Women Driving Square Frame SunGlasses,(74 verified ratings),EGP 99.00,74 verified ratings,3.8/5
1347,LC Waikiki Crew Neck Straight Long Sleeve Women's T-Shirt,LC Waikiki,EGP 179.00,3 verified ratings,4.7/5
1348,Azhar A4 Print And Paper Pack - 70G - 5 Package High Quality Product,Azhar,EGP 730.00,6 verified ratings,5/5
1349,Dettol Antiseptic Liquid Cleaner - 475ML,Dettol,EGP 74.45,12 verified ratings,4.8/5
1350,Harpic Harpic Hygenic Cageless Toilet Block Pine 40g,Harpic,EGP 22.95,24 verified ratings,4.5/5
1351,LC Waikiki Basic Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 119.00,,
1352,Foot Care Heel Blister Bandages Adhesive Gel Heel,(13 verified ratings),EGP 52.00,13 verified ratings,3.9/5
1353,Palmolive Olive And Milk Shower Gel - 250ml,Palmolive,EGP 24.78,,
1354,Izor Slip On Solid Cotton Cargo Shorts - Heather Charcoal,Izor,EGP 119.00,92 verified ratings,4.3/5
1355,Snake Wire Rope For Picking Things With Metal Claws,(50 verified ratings),EGP 21.78,50 verified ratings,3.7/5
1356,American Eagle Slim Fit Oxford Button-Up Shirt,American Eagle,EGP 450.00,189 verified ratings,4.7/5
1357,HP 6VY95AA X200 Wireless Mouse - Black,HP,EGP 233.00,5 verified ratings,4/5
1358,Penduline Shampoo For Babies - 450Ml,Penduline,EGP 148.99,469 verified ratings,4.5/5
1359,Roto Phosphoric Pen Set - (4 Pens),Roto,EGP 49.00,9 verified ratings,4.7/5
1360,Bomber Zipped Jacket With Removable Hood,(915 verified ratings),EGP 399.00,915 verified ratings,3.7/5
1361,Lile Elegant Leather Sandal Elastic For Women - Black,(3 verified ratings),EGP 99.00,3 verified ratings,2.7/5
1362,Dettol 3X Antibacterial Power Floor Cleaner - Jasmine - 650ml,Dettol,EGP 38.48,8 verified ratings,4/5
1363,American Eagle AE Fleece Jogger,American Eagle,EGP 550.00,,
1364,TEN WAST G-47 Low Leather Boot - Black,(No ratings available),EGP 179.00,,
1365,Defacto Woman Purple Cardigan,Defacto,EGP 299.00,1 verified rating,5/5
1366,Lux Creamy Perfection Soap Bar – 170g,Lux,EGP 11.95,8 verified ratings,4.5/5
1367,My Way Explosion Wood - EDP - For Men - 65 Ml + Force - EDP - For Men - 55 Ml + Energy - EDP - For Men - 50 Ml,My Way,EGP 188.00,236 verified ratings,3.9/5
1368,Healthy Spread Vegan Chocolate Spread - 375g,Healthy Spread,EGP 100.00,4 verified ratings,5/5
1369,"Johnson's Anti-Bacterial Body Wash, - Sea Salts - 400ml",Johnson's,EGP 51.45,107 verified ratings,4.6/5
1370,Sanita Gipsy Facial Tissue - 550 Tissues - 3 Pieces,Sanita,EGP 50.00,7 verified ratings,4.6/5
1371,Cottonil Bundle Of (4) Full Sleeves - For Men,Cottonil,EGP 269.99,112 verified ratings,4.3/5
1372,Green Cleaner & Freshener Floors - Lavender - 1Liter,(No ratings available),EGP 20.00,,
1373,Rexona Men V8 Antiperspirant Spray - 150 Ml,Rexona,EGP 46.51,72 verified ratings,4.3/5
1374,Veet Facial Hair Remover Wax Strips - 20 Strips,Veet,EGP 43.95,2 verified ratings,5/5
1375,Ho Holland Men's Polo Shirt - Dark Blue,Ho Holland,EGP 199.00,82 verified ratings,4.4/5
1376,LC Waikiki Crew Neck Patterned Long Sleeve A Cut Women's Dress,LC Waikiki,EGP 300.00,,
1377,Andora Striped Bi-Tone Full Sleeves Long Cardiagn - Rose & Black,Andora,EGP 99.00,12 verified ratings,4.9/5
1378,Pop Its Fidget Toy-Rainbow,(246 verified ratings),EGP 19.20,246 verified ratings,4.1/5
1379,Ho Holland Men's Polo Shirt - Dark Blue,Ho Holland,EGP 199.00,174 verified ratings,4.1/5
1380,American Eagle Low Cut Socks 5-Pack,American Eagle,EGP 195.00,62 verified ratings,4.6/5
1381,Izor Bi-tone Half Sleeves Rounded Tee - Black & Heather Grey,Izor,EGP 119.00,148 verified ratings,4.2/5
1382,Stainless Steel Deep Fry Strainer - 3 Pcs - 14 - 16 - 18 CM,(1244 verified ratings),EGP 49.50,1244 verified ratings,3.9/5
1383,Desert Basic Slip-on Knit Black Sneakers For Women,Desert,EGP 139.00,3 verified ratings,4/5
1384,"Men's Slip-on Shoes, Lycra Materials, Black Color.",(4 verified ratings),EGP 175.00,4 verified ratings,4/5
1385,Flash1Black Half Boot With A Strap,(165 verified ratings),EGP 199.00,165 verified ratings,3.9/5
1386,Golon RX-607AC Classic Radio - Black,Golon,EGP 154.00,14 verified ratings,4.4/5
1387,LC Waikiki High Waist Mom Fit Pocket Detailed Women's Rodeo Jeans,LC Waikiki,EGP 269.00 - EGP 449.00,1 verified rating,5/5
1388,Almarai Mango Juice -1L,Almarai,EGP 19.95,3 verified ratings,5/5
1389,shana Honey Nawara Clover - 950 GM,shana,EGP 83.00,47 verified ratings,4.4/5
1390,Tank Ice Bottle - 0.75 L - 2 Pcs,Tank,EGP 139.00,66 verified ratings,4.5/5
1391,LC Waikiki Lcw Classic Crew Neck Short Sleeve Printed Combed Cotton Men's T-Shirt,LC Waikiki,EGP 169.00,3 verified ratings,5/5
1392,Africana Rose Water - 250ml,Africana,EGP 55.00,160 verified ratings,4.4/5
1393,Mero Strawberry Jam - 800 Gm,Mero,EGP 24.00,10 verified ratings,4.2/5
1394,Tresemme Botanix Nourish & Relenish Hair Shampoo - 600 Ml,Tresemme,EGP 98.95,384 verified ratings,4.5/5
1395,T500 Smart Watch For Android & Ios.,(26 verified ratings),EGP 329.98,26 verified ratings,3.7/5
1396,Imtenan Digest Aid - 18 Sachet,Imtenan,EGP 23.00,17 verified ratings,4.5/5
1397,Embrator Bundle Of Three Men Underwear BIKINI Printed,Embrator,EGP 89.00,84 verified ratings,4.2/5
1398,LC Waikiki Xside Standard Fit Straight Pocket Detailed Wide Leg Women's Jean Trousers,LC Waikiki,EGP 250.00,1 verified rating,5/5
1399,Desert Two Tone Fashion Canvas Sock Sneakers - Navy / White,Desert,EGP 259.00,4 verified ratings,5/5
1400,Halla Sunflower Oil - 0.5 Liter.,Halla,EGP 23.25,46 verified ratings,4.6/5
1401,LC Waikiki Crew Neck Printed Short Sleeve Boy's Pajamas Set,LC Waikiki,EGP 140.00,,
1402,Kesh King Anti-hair Fall Shampoo - 50 Ml,Kesh King,EGP 24.99,39 verified ratings,4/5
1403,LC Waikiki Lcw Grace Women's Elastic Waist Flat Pocket Detailed Sweatpants,LC Waikiki,EGP 175.00,1 verified rating,3/5
1404,Lino Oat Biscuit Apple & Cinnamon - 180 Gm - 12 Piece,Lino,EGP 22.61,68 verified ratings,4.1/5
1405,Lux Creamy Perfection Soap Bar – 170g,Lux,EGP 11.95,8 verified ratings,4.5/5
1406,AM-Shop Set Of (6) Ankle Socks - For Kids,AM-Shop,EGP 39.00,30 verified ratings,3.7/5
1407,Eva Evasiline Heel Scrub - Passion - 60ML,Eva,EGP 42.00,3 verified ratings,5/5
1408,Ho Holland Men's Polo Shirt - Black,Ho Holland,EGP 179.00,139 verified ratings,4.2/5
1409,Slipper SL-0 -Black,(21 verified ratings),EGP 79.00,21 verified ratings,3.7/5
1410,Kemei KM-5017 Rechargeable Electric Shave+Gift Bag Dukan Alaa,Kemei,EGP 205.00,929 verified ratings,4.2/5
1411,Container Spice Seasoning Bottle Glass Condiments With Spoon -5pcs,(6 verified ratings),EGP 155.00,6 verified ratings,4.8/5
1412,Alsuhagy Crushed Grits – 0.5 Kg,Alsuhagy,EGP 30.85,53 verified ratings,4.6/5
1413,GIGAHERTZ X2 Usb Speaker For Pc / Laptop / Tv Usb Powered 3 Pieces - Drive Unit,GIGAHERTZ,EGP 116.00,192 verified ratings,4.4/5
1414,Double Face Rapid Water Absorption Pads - 3 Pieces.,(95 verified ratings),EGP 49.99,95 verified ratings,4.3/5
1415,Golon Classical Radio + Power Cable,Golon,EGP 159.00,9 verified ratings,4.9/5
1416,Maybelline New York Super Stay 30H Foundation 20 CAMEO 30ml,Maybelline New York,EGP 260.10,22 verified ratings,4.2/5
1417,Desert Canvas Slip On Sock Sneakers - Kashmir,Desert,EGP 259.00,29 verified ratings,4.9/5
1418,Me Now Pro New Blusher Set - 6 Colors - D Series,Me Now Pro,EGP 85.00,20 verified ratings,4.6/5
1419,"Pampers Premium Care Diapers Size 3, Midi, 6-10 Kg (94 diapers)",Pampers,EGP 311.45,29 verified ratings,4.1/5
1420,Miro Full Cream Milk Powder – 1500gm,Miro,EGP 240.00,2 verified ratings,5/5
1421,Lifestylesh Sandals Heeled Leather Corozy -beige,(72 verified ratings),EGP 155.00,72 verified ratings,4.3/5
1422,Nestle Coffee Mate Plastic Jar – 400gm,Nestle,EGP 55.65,124 verified ratings,4.4/5
1423,Harvest Tomato paste – 375g,Harvest,EGP 15.25,315 verified ratings,4.5/5
1424,SIME HAIR Hair Serum - 100ml,SIME HAIR,EGP 69.00,58 verified ratings,4.2/5
1425,SHEIN Geometric Print Linen Satchel Bag-9761,SHEIN,EGP 229.00,15 verified ratings,3.9/5
1426,HM Collection Amber Oud - EDT - For Men - 30 ML,HM Collection,EGP 44.00,6 verified ratings,3.2/5
1427,Dr. Rashel Vitamin C Face Serum For Brightening & Anti-Aging Orange (Men & Women) (50 Ml,Dr. Rashel,EGP 125.00,586 verified ratings,4.2/5
1428,Spray Water Bottle For Outdoor & Gym - Mist Spray Cup - 600ml Drinking Cup Water,(11 verified ratings),EGP 122.00,11 verified ratings,3.4/5
1429,The Cheapest Baby Bag For Diapers And Peppers - Black Colors,(222 verified ratings),EGP 189.00,222 verified ratings,4.2/5
1430,Waterproof Kohl Pencil Green Color,(10 verified ratings),EGP 39.99,10 verified ratings,3.8/5
1431,Sarcomisr Medical Office Mesh Chair - Plastic Base,Sarcomisr,EGP 810.00,205 verified ratings,4.3/5
1432,SHEIN Metal Chain Decor Belt,SHEIN,EGP 109.00,,
1433,Solo - Set Of (6) Ankle Socks - For Kids,Solo,EGP 89.00,13 verified ratings,4.5/5
1434,Kitchen Scissors,(2 verified ratings),EGP 29.99,2 verified ratings,4.5/5
1435,Lasso Set Of (2) Solid Bra 365 - For Women,Lasso,EGP 149.00,2 verified ratings,5/5
1436,L'Oreal Paris Elvive Shampoo Full Resist - Anti Hair Fall 400ml,L'Oreal Paris,EGP 55.20,,
1437,Verona Backpack - Black,(286 verified ratings),EGP 140.25,286 verified ratings,4.2/5
1438,Waterproof Adjustable Apron With Side Towel & Pocket Stripe.,(278 verified ratings),EGP 59.00,278 verified ratings,4.2/5
1439,Roots Green Coffee - 30 Envelopes,Roots,EGP 27.00,172 verified ratings,3.8/5
1440,Illy Bubbly Apricot & Peach Shower Gel - 800ml,Illy Bubbly,EGP 50.00,170 verified ratings,4.4/5
1441,LC Waikiki Crew Neck Striped Long Sleeve Women's T-Shirt,LC Waikiki,EGP 160.00,,
1442,VGR V-228 Rechargeable Hair Trimmer + Free Mobile Holder,VGR,EGP 297.00,32 verified ratings,4.3/5
1443,American Eagle V-Neck T-Shirt,American Eagle,EGP 195.00,60 verified ratings,4.6/5
1444,Slipper SL-0 -Beige,(28 verified ratings),EGP 79.00,28 verified ratings,3.9/5
1445,LC Waikiki Basic Elastic Waistband Baby Boy Shorts,LC Waikiki,EGP 137.00,8 verified ratings,4.5/5
1446,Lipton Hibiscus - 20 Tea Bags,Lipton,EGP 17.00,100 verified ratings,4.6/5
1447,Wt432-Casual Elastic Waist PanTS With Buttons - -free Size,(3 verified ratings),EGP 180.00,3 verified ratings,4.7/5
1448,I99 Wireless Bluetooth Earphones - White,(25 verified ratings),EGP 377.00,25 verified ratings,4.2/5
1449,Gradient Color Glass Water Bottle For Hot And Cold Drinks -500 Ml.(white).,(No ratings available),EGP 88.00,,
1450,Caesar Sport T-Shirt - Black Dots For Men,Caesar,EGP 84.00,40 verified ratings,4.3/5
1451,"Fiesta Rocket Condoms - Ribbed, Dotted & Shaped - Pack Of 3",Fiesta,EGP 20.00,1 verified rating,5/5
1452,Starter Kids Sneaker - White,Starter,EGP 272.00,4 verified ratings,5/5
1453,Lychee Lychee Peanut Butter 200 g (Original),Lychee,EGP 33.95,5 verified ratings,4.2/5
1454,Kady Kids Hooded Striped Zipped Sweatshirt - Black & White,Kady,EGP 149.00,18 verified ratings,3.5/5
1455,Nileton T-Shirt Drop Shoulder Oversized – Orange - For Women,Nileton,EGP 185.00,19 verified ratings,4.6/5
1456,American Eagle Super Soft Graphic Ringer T-Shirt,American Eagle,EGP 225.00,1 verified rating,5/5
1457,Labello Lip Care Moisturizing Lip Balm - Strawberry Shine - 4.8g,Labello,EGP 42.00,186 verified ratings,4.5/5
1458,Lifebuoy Lemon Fresh Antibacterial Hand Bar Soap - 75g,Lifebuoy,EGP 6.50,35 verified ratings,4.6/5
1459,Men Slim Jeans Trousers - Black,(76 verified ratings),EGP 199.99 - EGP 269.99,76 verified ratings,4.1/5
1460,LC Waikiki Polo Neck Short Sleeve Piqué Men'S T-Shirt,LC Waikiki,EGP 229.00,1 verified rating,5/5
1461,Bundle Of (6) - Creative Socks Colors - High Quality,(963 verified ratings),EGP 39.00 - EGP 55.00,963 verified ratings,3.6/5
1462,Force Daily Backpack 14-inch - Purple Color- Size 44 30 X 18 Cm.,Force,EGP 149.00,5 verified ratings,4.2/5
1463,Athena Navy Front Logo Cut-out Slide Slippers For Men,(93 verified ratings),EGP 58.65,93 verified ratings,4.5/5
1464,Rexona Workout Antiperspirant Roll On For Women - 50ml,Rexona,EGP 25.00,8 verified ratings,4.4/5
1465,Elegant Leather Crossbody Bag - Black,(122 verified ratings),EGP 110.00,122 verified ratings,4.3/5
1466,Gillette Simply Venus Razor With Touch of Aloe Vera,Gillette,EGP 9.45,2 verified ratings,4.5/5
1467,Luna Rose Special Lip Moisturizer - 3.5 GM,Luna,EGP 14.00,115 verified ratings,4.3/5
1468,"Izor Tri-Tone Casual Short Sleeves Polo Shirt - Black,White & Olive",Izor,EGP 149.00,42 verified ratings,4.3/5
1469,LC Waikiki Skinny Fit Straight Pocket Detailed Women's Rodeo Jeans,LC Waikiki,EGP 179.00,5 verified ratings,5/5
1470,American Eagle Slim Fit Oxford Button-Up Shirt,American Eagle,EGP 500.00,9 verified ratings,4.8/5
