id,product_name,brand,price,reviews_count,avg_rate
1027,Non-stick Baking Paper Cup Cake Molds - 100 PCs,(208 verified ratings),EGP 27.00,208 verified ratings,4.1/5
1028,Tresemme Keratin Smooth and Straight Shampoo with Argan Oil and Protein - 200 ml,Tresemme,EGP 37.95,128 verified ratings,4.3/5
1029,Kemei KM680A - 8 In1 Grooming Kit Hair & Nose Trimmer & Shaver + Azwaaa Bag,Kemei,EGP 319.00,695 verified ratings,4/5
1030,"Pampers Pants with lotion with Olive Oil Size 4, 60 diapers, 9-14 kg",Pampers,EGP 191.04,29 verified ratings,4.5/5
1031,Zamzam Tomato Paste - 370 gm,Zamzam,EGP 12.00,31 verified ratings,4.4/5
1032,Feba Dish Cleaner For Automatic Dishwashing Salt - 1 kg,Feba,EGP 41.95,23 verified ratings,4.8/5
1033,SHEIN -British Coin Charm Layered Necklace-9006,SHEIN,EGP 99.00,95 verified ratings,4/5
1034,Chemi Egypt Little Monster Baby Bottles Cleaner Liquid 680ml,Chemi Egypt,EGP 52.50,7 verified ratings,4.4/5
1035,Wendy Wet Wipes Waterfall Scent – 24 Wipes,(2 verified ratings),EGP 7.00,2 verified ratings,4.5/5
1036,OneHand Casual Polo Shirt - Burgundy,OneHand,EGP 145.00 - EGP 175.00,70 verified ratings,4.1/5
1037,High Quality Body Back Scrubber Exfoliating Long Handled.1pcs,(69 verified ratings),EGP 44.99,69 verified ratings,3.9/5
1038,Defacto Man Black Joggers,Defacto,EGP 169.00,4 verified ratings,4.8/5
1039,Cottonil Bundle Of Six Unique Patterned Boxers,Cottonil,EGP 259.00,1286 verified ratings,4/5
1040,Heinz Chili Sauce – 300gm,Heinz,EGP 23.00,16 verified ratings,4/5
1041,Dettol 3X Antibacterial Power Floor Cleaner - Pine - 1.3L - 2 PCs Discount,Dettol,EGP 89.95,6 verified ratings,5/5
1042,Fresh Kettle EGK17000,Fresh,EGP 399.00,7 verified ratings,4.9/5
1043,Might Cinema Whitening Cream For Sensitive Areas Concealer And Light Texture - 100g,Might Cinema,EGP 79.00,25 verified ratings,3.8/5
1044,Cottonil Bundle Of Four Ribbed Trim Ankle Socks,Cottonil,EGP 129.99,1304 verified ratings,4.3/5
1045,Karimed Brilliant Touch Hand Wash 500ML And 90ML Free Blue,Karimed,EGP 27.90,4 verified ratings,3.8/5
1046,Starville Whitening Skin Whitening Set,Starville Whitening,EGP 200.00,,
1047,Familia Compressed Toilet Paper - 2 Rolls,Familia,EGP 11.95,6 verified ratings,4.7/5
1048,Plastic & Metal Shoe Organizer Mondial - 10 Levels,(482 verified ratings),EGP 189.75,482 verified ratings,4.1/5
1049,Jacques Bogart One Man Show - For Men - EDT - 100 Ml,Jacques Bogart,EGP 220.00,249 verified ratings,4.4/5
1050,Banana Divided Lunch Box - 1 L - Simmon,Banana,EGP 79.00,1 verified rating,5/5
1051,Dobella Liquid Vanilla - 30 ml,Dobella,EGP 12.00,17 verified ratings,4.4/5
1052,LC Waikiki Lcw Classic Crew Neck Short Sleeve Printed Combed Cotton Men's T-Shirt,LC Waikiki,EGP 101.00,3 verified ratings,3.7/5
1053,Staedtler Plastic Ruler 30Cm with holder,Staedtler,EGP 8.00,1 verified rating,5/5
1054,Sherraton Pure Ghee - 400g,Sherraton,EGP 83.00,65 verified ratings,4.4/5
1055,Cottonil Bundle Of Three Plain Comfy Soft Boxer Briefs,Cottonil,EGP 199.99 - EGP 200.00,294 verified ratings,4.2/5
1056,LC Waikiki Elastic Waist Cotton Baby Girl Shorts,LC Waikiki,EGP 60.00,1 verified rating,5/5
1057,Gillette Venus ComfortGlide Coconut Razor Blade With Olay For Women - 4 Pieces,Gillette,EGP 209.00,32 verified ratings,4.8/5
1058,Women's Round Neck Printed Short Sleeve Cotton T-Shirt,(6 verified ratings),EGP 89.00,6 verified ratings,4.3/5
1059,Regina Pasta Big Rings - 400g,Regina,EGP 10.45,241 verified ratings,4.6/5
1060,"Smart Scent Car Freshener, Smart Scent, Coconut XXL Paper",Smart Scent,EGP 16.00,30 verified ratings,4/5
1061,Fitness Exercises Resistance Bands Set - Yoga Pilates - 11 Pcs,(198 verified ratings),EGP 165.00,198 verified ratings,3.9/5
1062,Funny Bunny - Set Of (4) Shorts Cotton - For Girls,Funny Bunny,EGP 135.00 - EGP 169.00,34 verified ratings,4.9/5
1063,Lino Penne Oat Pasta - 400 gm,Lino,EGP 48.96,75 verified ratings,4.7/5
1064,Johnson's Anti-Bacterial Body Wash - Almond Blossom - 250ml,Johnson's,EGP 37.45,141 verified ratings,4.5/5
1065,Defacto Woman Beige Short Sleeve T-Shirt,Defacto,EGP 104.00,1 verified rating,5/5
1066,Lace Up Fashion Sneakers - Black & Orange,(228 verified ratings),EGP 101.15,228 verified ratings,3.5/5
1067,Brand Stores Canvas Gym Bag-Brand Stores- Black,Brand Stores,EGP 110.00,17 verified ratings,3.6/5
1068,LC Waikiki Crew Neck Short Sleeve Printed Baby Girl Dress And Crown 2 Piece Set,LC Waikiki,EGP 209.00,5 verified ratings,4/5
1069,Cadbury Dairy Milk Bubbly Oreo Chocolate Bar - 43gm -12 Packs,Cadbury,EGP 121.74,20 verified ratings,4.7/5
1070,Palombini Giovannini Classico Capsules- Compatible With Nespresso Machine,Palombini,EGP 95.00,,
1071,Tang Instant Orange Flavoured Drink - 450 gm,Tang,EGP 31.95,4 verified ratings,5/5
1072,Kemei KM-228 Professional Hair Clippers Metal For Men - Gold+ Bag Dukan Alaa,Kemei,EGP 310.00,150 verified ratings,3.7/5
1073,Air Walk Casual Everyday Solid Joggers - Heather Grey,Air Walk,EGP 125.00,2 verified ratings,3.5/5
1074,Shine Dish Cleaner Antibacterial Liquid Power Of Lemons 2L 2 Piece Offer,Shine,EGP 68.50,18 verified ratings,4.1/5
1075,Aldoha Spaghetti Pasta - 400g,Aldoha,EGP 14.00,116 verified ratings,4.6/5
1076,Multi-angle Adjust Mobile Phone Holders,(11 verified ratings),EGP 49.00,11 verified ratings,4.4/5
1077,LC Waikiki Crew Neck Embroidery Detailed Long Sleeve Girls T-Shirt,LC Waikiki,EGP 119.00,4 verified ratings,5/5
1078,Nabtah Himalayan Pink Rock Salt - Fine Salt- 400gm,Nabtah,EGP 29.00,144 verified ratings,4.4/5
1079,Defacto Man Purple T-Shirt,Defacto,EGP 120.00,2 verified ratings,4.5/5
1080,Comfortable Protective Face Masks With Nose Clip - 50 Pcs - Blue,(1374 verified ratings),EGP 27.00,1374 verified ratings,3.9/5
1081,LC Waikiki Grace Crew Neck Patterned Long Sleeve Women's Dress,LC Waikiki,EGP 239.00,,
1082,Bases Anti-vibration Foot Pads. 4 Pcs + +ِAboYehia Bag Free,(63 verified ratings),EGP 38.00,63 verified ratings,4.1/5
1083,Hero Black Cherry Jam - 28.3g,Hero,EGP 6.19,8 verified ratings,4/5
1084,ADD-ME Strawberry Jam Jar - 360g,ADD-ME,EGP 13.00,24 verified ratings,4/5
1085,Nescafe Classic Instant Coffee Jar - 200gm,Nescafe,EGP 131.95,934 verified ratings,4.6/5
1086,Sunsilk Natural Recharge Anti-Breakage Oil Replacement Hair Cream With Honey - 300 Ml,Sunsilk,EGP 34.35,47 verified ratings,4.5/5
1087,L'Oreal Paris Elvive Total Repair 5 Oil Replacement - 300ml,L'Oreal Paris,EGP 56.00,12 verified ratings,4.3/5
1088,Solid Suede Pointed Mid-Heel Pump - Black,(29 verified ratings),EGP 149.00,29 verified ratings,4.7/5
1089,Mesery Bundle OF (3) - No Show Cotton Panties,Mesery,EGP 49.00,29 verified ratings,3.5/5
1090,LC Waikiki Crew Neck Short Sleeve Combed Cotton Mens T-Shirt,LC Waikiki,EGP 129.00,,
1091,"PE Foam, 3D Wall Stickers Water And Shock Resistant -1pcs",(29 verified ratings),EGP 59.99,29 verified ratings,4.2/5
1092,LC Waikiki XSide Standard Fit Straight Pocket Detailed Wide Leg Women's Jean Trousers,LC Waikiki,EGP 239.00,4 verified ratings,5/5
1093,Floveme Portable Power Banks 20000 MAh Utra Slim Fast Charger,Floveme,EGP 320.00,2 verified ratings,5/5
1094,Sports Silicone Wrist Strap For Xiaomi Mi Band 3 / 4 -Black,(64 verified ratings),EGP 55.00,64 verified ratings,4.3/5
1095,Casio FX-991 ES PLUS 2nd Edition Function Scientific Calculator - Black,Casio,EGP 653.00,253 verified ratings,4.6/5
1096,Discount Nuts Iranian Roasted & Salted Pistachio - 500gm,Discount Nuts,EGP 160.00,664 verified ratings,4.2/5
1097,"Smart Scent Car Freshener, Smart Scent, Bubble Gum Mini Paper",Smart Scent,EGP 8.10,7 verified ratings,3.3/5
1098,Wadi Food Tomato Paste - 360gm,Wadi Food,EGP 14.00,16 verified ratings,4.9/5
1099,Sneakers Pink Women Half Boot B-118-2,(9 verified ratings),EGP 211.65,9 verified ratings,4.8/5
1100,LC Waikiki Basic Boy'S Jogger Sweatpants With Elastic Waist,LC Waikiki,EGP 89.00,,
1101,116 Plus Wristband Smart Watch - Black,(11 verified ratings),EGP 299.00,11 verified ratings,3.4/5
1102,Izor Men's Casual T-Shirt - Aqua Blue,Izor,EGP 119.00,317 verified ratings,4.1/5
1103,Dice Bundle OF Three Ultra-comfort Slip On Solid Boxers,Dice,EGP 129.99 - EGP 130.00,410 verified ratings,4.4/5
1104,Brand Stores Cross Leather Bag-Brand Stores - Black,Brand Stores,EGP 59.00,233 verified ratings,4.1/5
1105,NIVEA Purifying Face Wash - For Oily & Combination Skin - 150ml,NIVEA,EGP 107.70,59 verified ratings,4.3/5
1106,Defacto Girl Orange Overall,Defacto,EGP 199.00,1 verified rating,5/5
1107,ADD-ME Tomato Paste Jar - 300g,ADD-ME,EGP 12.70,38 verified ratings,4.6/5
1108,Hayat Cooking and Frying Oil - 700ml,Hayat,EGP 29.00,30 verified ratings,4.4/5
1109,Rexona Roll-on Deodorant Peach Spark – 50ML,Rexona,EGP 25.00,,
1110,Long Silicone Shower Body Back Brush,(1375 verified ratings),EGP 32.97,1375 verified ratings,3.7/5
1111,"ORAL-B Charcoal Soft Whitening Therapy Toothbrush, Pack of 2",ORAL-B,EGP 55.95,12 verified ratings,4.4/5
1112,Starter Unisex Lace Up Sneaker - Black/White,Starter,EGP 190.00,67 verified ratings,4.1/5
1113,Servet Sneakers Comfort Sport Shoes For Women - Beige - Made In Turkey,Servet,EGP 200.00,11 verified ratings,4.2/5
1114,Nileton T-Shirt Drop Shoulder Oversized Black – Cotton,Nileton,EGP 185.00,22 verified ratings,4.1/5
1115,Crystal Sunflower Oil 200 Ml Spray,Crystal,EGP 18.00,159 verified ratings,4.5/5
1116,"An Elegant And Distinctive Lavender Color Evening Dress, Chiffon Lined",(11 verified ratings),EGP 299.00,11 verified ratings,3.2/5
1117,Starville Whitening Roll On Lavender Antipersirant - 60 Ml - 2 Pcs,Starville,EGP 155.00,14 verified ratings,4.6/5
1118,Aerie Cotton Eyelash Lace Bikini Underwear,Aerie,EGP 40.00,,
1119,Double-Sided Adhesive Tape Gel Transparent - 3 CM X 5 M,(1246 verified ratings),EGP 48.77,1246 verified ratings,4.1/5
1120,Mobile Phone Holder With Base - Black,(123 verified ratings),EGP 42.00,123 verified ratings,3.9/5
1121,Tide Powder Touch of Downy Detergent 7 Kilogram,Tide,EGP 222.25,18 verified ratings,4.7/5
1122,HM Collection Race - EDT - For Men - 30 ML,HM Collection,EGP 44.00,8 verified ratings,4.1/5
1123,Roots Coffee With Creamer & Sugar - 12 Sticks,Roots,EGP 26.00,117 verified ratings,4.5/5
1124,Fashion Hip Hop Embroidered Tiger Tennis Cap,Fashion,EGP 75.00,237 verified ratings,3.7/5
1125,3-Pack Photochromic Sunglasses With Polarized Lens Anti Glare UV400,(181 verified ratings),EGP 197.00 - EGP 386.00,181 verified ratings,3.9/5
1126,Durex Blue Extra Safe Condoms - 3 Pcs,Durex,EGP 49.73,83 verified ratings,4.3/5
1127,Makeup Brushes - 24 Pcs - Black,(19 verified ratings),EGP 106.99,19 verified ratings,3.9/5
1128,Black Yoga Cotton Pants,(218 verified ratings),EGP 165.00,218 verified ratings,4.1/5
1129,"Pampers Baby Dry diapers Size 2, Mini, 3-8 Kg (10 diapers)",Pampers,EGP 24.96,5 verified ratings,4.2/5
1130,Sensodyne Gentle Care Toothbrush For Sensitive Teeth,Sensodyne,EGP 23.00,3 verified ratings,4.7/5
1131,Lumex Cherry Baby Girl Bodysuit Pack Of 2,Lumex,EGP 37.00,19 verified ratings,4.6/5
1132,MEGA Shoes Women's Lace-Up Washable Sneakers EVA Out Sole - Black,MEGA Shoes,EGP 165.00,2 verified ratings,5/5
1133,Mesery Bundle OF Three Cotton Panties,Mesery,EGP 59.99,95 verified ratings,4.1/5
1134,Mila Color Avocado Brow Styling Soap,Mila Color,EGP 74.00,3 verified ratings,5/5
1135,LC Waikiki Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 119.00,,
1136,Gad Woods Utility Column Spine Wall Shelf - White,Gad Woods,EGP 170.00,66 verified ratings,4.2/5
1137,VGR Professional Rechargeable Hair Trimmer Led Display,VGR,EGP 242.00,45 verified ratings,4.3/5
1138,Sesa Ayurvedic Hair Oil By Sesa - 100 Ml,Sesa,EGP 115.00,1088 verified ratings,4.3/5
1139,Wet Baby Sensitive Wipes Aloe Vera With Cap - Vitamin E – 24 Wipes,(2 verified ratings),EGP 7.00,2 verified ratings,5/5
1140,Silicone Spout Funnel,(92 verified ratings),EGP 29.99,92 verified ratings,3.5/5
1141,Abu Auf Cardamom Blended Turkish Coffee – 100gm,Abu Auf,EGP 37.32,37 verified ratings,4.7/5
1142,Long Shirt. Large Sizes.,(142 verified ratings),EGP 179.00,142 verified ratings,3.9/5
1143,Funny Bunny Set Of (3) TankTop - Cotton - For Girls,Funny Bunny,EGP 89.00 - EGP 124.00,88 verified ratings,4.5/5
1144,Flat Fashion Sneakers - White & Pink - From Fast Deals,(13 verified ratings),EGP 179.00,13 verified ratings,4.5/5
1145,Chefy Mix Cheese Flavor - 90g,Chefy Mix,EGP 14.50,79 verified ratings,4.4/5
1146,Samsung UA32T5300 - 32-inch HD Smart TV With Built In Receiver Wall Mount + MX3 Air Mouse Remote,Samsung,"EGP 3,749.00",6 verified ratings,5/5
1147,DAMASKINO Medical Insole Leather Slipper For Men - Black,DAMASKINO,EGP 125.00,1 verified rating,5/5
1148,Banana Divided Lunch Box - 1L -Turquoise,Banana,EGP 79.00,2 verified ratings,5/5
1149,Dermatique Lightening Hyaluronic Acid Serum - 30 Ml,Dermatique,EGP 360.00,1 verified rating,3/5
1150,Roots Coffee with Creamer - 12 Sticks,Roots,EGP 26.00,120 verified ratings,4.3/5
1151,Dr. Miracle Strengthen Daily Anti-Break Strength Creme -113g,Dr. Miracle,EGP 99.00,78 verified ratings,3.8/5
1152,Adidas FORTARUN LACE RUNNING SHOES GIRLS,Adidas,EGP 969.00,4 verified ratings,3.8/5
1153,Cottonil Bundle Of Four ِAnkle Solid Socks,Cottonil,EGP 129.99,1192 verified ratings,4.4/5
1154,LC Waikiki Crew Neck Patterned Viscose Women's Blouse,LC Waikiki,EGP 150.00,1 verified rating,5/5
1155,Leader Dish Washing Liquid - 3 Kg,Leader,EGP 40.00,44 verified ratings,4.3/5
1156,Discount Nuts Roasted & Salted Almond + Iranian Pistachio + Cashew - 500gm,Discount Nuts,EGP 536.00,55 verified ratings,4.1/5
1157,LC Waikiki Skinny Fit Straight Pocket Detailed Women's Rodeo Jeans,LC Waikiki,EGP 179.00,2 verified ratings,5/5
1158,TUC Sour Cream Biscuits -24gm – 12 PCs,TUC,EGP 41.40,2 verified ratings,5/5
1159,Adidas RUN 60S 2.0 SHOES MEN,Adidas,"EGP 1,749.00",4 verified ratings,4.8/5
1160,Regina Pasta Elbow - 400g,Regina,EGP 12.90,104 verified ratings,4.4/5
1161,Me Now Pro Best Collection Eyeshadow Pencil - 6 Pcs - 6 Colors,Me Now Pro,EGP 65.00,53 verified ratings,4.3/5
1162,LC Waikiki Lcw Classic Crew Neck Short Sleeve Printed Combed Cotton Men's T-Shirt,LC Waikiki,EGP 169.00,4 verified ratings,5/5
1163,Pocket Wallet For Unisex Hitchell With All Your Needs,(130 verified ratings),EGP 125.00,130 verified ratings,4.3/5
1164,Activ Tiny Tiles Self Patterned Backpack - Turquoise Shades,Activ,EGP 169.00,1 verified rating,5/5
1165,On Call Plus Blood Glucose Test Strips - 50 Strips,On Call Plus,EGP 116.00,440 verified ratings,4.6/5
1166,Select Oxford Plain & Casual Shirt & Men Shirt,Select,EGP 180.00,2 verified ratings,5/5
1167,Wooden Hair Brush Squared,(8 verified ratings),EGP 44.00,8 verified ratings,4.5/5
1168,Fashion Women Mesh Sneakers- Dark Blue,(80 verified ratings),EGP 148.75,80 verified ratings,4.6/5
1169,Sokany Hand Blender 4 In 1 Food Processor Grinder Egg Whisk Beaker Chopper - 1000 Watt,Sokany,EGP 570.00,32 verified ratings,4.3/5
1170,Deer Antlers Accessories Organizer.1pcs,(3 verified ratings),EGP 29.99,3 verified ratings,4.7/5
1171,Heinz Tomato Ketchup Bottle - 850 gm,Heinz,EGP 43.75,24 verified ratings,4.5/5
1172,Dice 100% Cotton Three Sleeveless Men's T-Shirt Plain - Colors,Dice,EGP 165.00,2 verified ratings,5/5
1173,LC Waikiki Basic Boy's Jogger Sweatpants With Elastic Waist,LC Waikiki,EGP 89.00,,
1174,Women's Round Neck Printed Short Sleeve Cotton T-Shirt,(13 verified ratings),EGP 80.00,13 verified ratings,4.5/5
1175,Abu Auf Box Of Maamoul Dates - 12 Pcs,Abu Auf,EGP 35.00,61 verified ratings,4.5/5
1176,HUAWEI Band 6 Protective Case Flexible TPU Case Soft Frame Shock Resistant - Black,(167 verified ratings),EGP 52.99,167 verified ratings,4.2/5
1177,LC Waikiki Crew Neck Short Sleeve Printed Baby Girl T-shirt And Leggings 2-Piece Set,LC Waikiki,EGP 199.00,1 verified rating,5/5
1178,"Signal Complete 8 Nature Elements Toothpaste with Baking Soda , Rosemary & Mint - 100 mL",Signal,EGP 22.95,20 verified ratings,4.7/5
1179,Nutradeen Manuka Honey MGO550+ 250 G - 100% Pure Australian,Nutradeen Manuka Honey,"EGP 2,480.00",,
1180,Clean & Clear Exfoliating Daily Wash - 100ml,Clean & Clear,EGP 36.38,42 verified ratings,4.6/5
1181,Ice Club Stitched Cross-Body Bag With Metal Handle - Black,Ice Club,EGP 258.00,5 verified ratings,3.4/5
1182,Regina Pasta Shells - 400g,Regina,EGP 12.90,156 verified ratings,4.6/5
1183,Dice Kids Bundle Of 3 Pairs Breathable Cotton Undershirts & Boxers,Dice,EGP 219.99,741 verified ratings,4.5/5
1184,Carefree Panty Liners Plus Large Fresh Scent - 20 Pcs,Carefree,EGP 26.45,68 verified ratings,4.7/5
1185,"Finish Dishwasher Salt, for 100% Better Machine Protection, 2kg",Finish,EGP 129.95,327 verified ratings,4.5/5
1186,Glade Peony & Cherry Air Freshener - 300ml,Glade,EGP 29.95,4 verified ratings,4.3/5
1187,Discount Nuts Raw & Not Salted Walnuts - 500gm,Discount Nuts,EGP 160.00,530 verified ratings,4.3/5
1188,Defacto Woman Black Athlete,Defacto,EGP 64.00,2 verified ratings,5/5
1189,Pretty Woman Ink Liner Eyeliner 1ml - Black,Pretty Woman,EGP 49.00,5 verified ratings,4.2/5
1190,ABC Egypt THE TOUGHEST GREASE REMOVER Multicolour 550ml,ABC Egypt,EGP 22.00,3 verified ratings,4.3/5
1191,NIVEA Gentle Cleansing Face Wash - For Dry And Sensitive Skin - 150ml,NIVEA,EGP 108.00,62 verified ratings,4.4/5
1192,Toya Toya Chili Sauce X2 – 140 Ml,Toya,EGP 19.95,3 verified ratings,5/5
1193,Elmaghraby Multi Plug Extension Electrical Socket - Large + Free Bag,Elmaghraby,EGP 129.00,29 verified ratings,4.5/5
1194,VGR V-071-Rechargeable Hair Shaver + Free Gift Bag,VGR,EGP 175.00,273 verified ratings,4.3/5
1195,LC Waikiki Crew Neck Printed Long Sleeve Boy's Pajamas Set,LC Waikiki,EGP 279.00,1 verified rating,3/5
1196,Nokia 110 (2019) - 1.77-inch Dual SIM Mobile Phone - Blue,Nokia,EGP 520.00,,
1197,Lumex Blue Baby Digger Pack Of 3,Lumex,EGP 70.00,8 verified ratings,4.9/5
1198,"American Eagle AEO 4.5"" Classic Boxer Brief Multipack",American Eagle,EGP 275.00,3 verified ratings,4.3/5
1199,Brand Stores Cross Leather Bag-Brand Stores- Kashmir,Brand Stores,EGP 59.00,89 verified ratings,3.8/5
1200,Starter Kids Sneaker - Navy,Starter,EGP 272.00,3 verified ratings,5/5
1201,"An Elegant And Distinctive Olive Color Soiree Dress,",(2 verified ratings),EGP 375.00,2 verified ratings,3.5/5
1202,LC Waikiki Crew Neck Disney Printed Short Sleeve Girls Pajamas Set,LC Waikiki,EGP 137.00,3 verified ratings,5/5
1203,Juhayna Juhayna Classics Blended Juice – Apple & Pear – 1 L,Juhayna,EGP 13.00,4 verified ratings,4.8/5
1204,Women Sock Sneakers,(No ratings available),EGP 169.15,,
1205,"Smart Scent Car Freshener, Smart Scent, Coconut Mini Paper",Smart Scent,EGP 9.00,13 verified ratings,4.1/5
1206,Dove Anti-Perspirant Spray with Coconut and Jasmine Flower Scent - 150 Ml,Dove,EGP 71.94,126 verified ratings,4.7/5
1207,Johnson's Baby Oil Sleep Time – 75ml,Johnson's,EGP 22.50,46 verified ratings,4.5/5
1208,Luna Glycerin Soap - 72 Gm,Luna,EGP 25.00,408 verified ratings,4.2/5
1209,Adidas ADILETTE CLOGS UNISEX,Adidas,EGP 839.00,2 verified ratings,4.5/5
1210,Eva Collagen Express Cream 40 ml + Collagen Facial Wash 150 ml,Eva,EGP 144.00,36 verified ratings,4.5/5
1211,2 Bucket Hats Imported Cotton 100% White & Black,(183 verified ratings),EGP 92.00,183 verified ratings,4.4/5
1212,Maybelline New York Superstay Active Wear Full Coverage 30Hr Liquid Foundation - 28 Soft Beige 30ml,Maybelline New York,EGP 260.10,19 verified ratings,3.7/5
1213,LC Waikiki Elastic Waist Printed Baby Girl Shorts,LC Waikiki,EGP 71.00,1 verified rating,5/5
1214,Mesery Bundle Of 4 Stretch Cotton Boyshort Panties,Mesery,EGP 99.99,146 verified ratings,3.8/5
1215,LC Waikiki Printed Quick Drying Boy's Swim Shorts,LC Waikiki,EGP 77.00,2 verified ratings,5/5
1216,White Multi–Purpose 5 in 1 Kitchen Mega Roll,White,EGP 37.25,15 verified ratings,4.6/5
1217,Kemei KM-5558 3 In 1 Rechargeable Electric Shaver + Gift Bag Dukan Alaa,Kemei,EGP 169.00,318 verified ratings,3.9/5
1218,Sokany Multi-purpose Blender 7 Speed - 4500 W,Sokany,EGP 797.00,37 verified ratings,4.7/5
1219,Slide Slippers For KIDS -BLUE,(78 verified ratings),EGP 58.65,78 verified ratings,4.5/5
1220,Cottonil Bundle Of Five Mens Boxer Briefs,Cottonil,EGP 299.00,36 verified ratings,4.5/5
1221,American Eagle AE Super Soft Icon Jogger Short,American Eagle,EGP 325.00,,
1222,Brand Stores Canvas Gym Bag-Brand Stores - Grey & Black,Brand Stores,EGP 110.00,115 verified ratings,4.3/5
1223,Casual Solid Voile Blouse - Orange,(41 verified ratings),EGP 185.00,41 verified ratings,4.6/5
1224,Dice 100% Cotton Three Sleeveless Solid Men T-shirt -White,Dice,EGP 129.99 - EGP 130.00,967 verified ratings,4/5
1225,"American Eagle AEO 6"" Classic Boxer Brief 3-Pack",American Eagle,EGP 275.00,,
1226,Hero Raspberry Jam - 28.3g,Hero,EGP 6.19,4 verified ratings,3.5/5
1227,LC Waikiki Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 229.00,,
1228,Grouhy USS-18026R Stand Fan With Remote - 18 Inch,Grouhy,EGP 900.00,3 verified ratings,5/5
1229,Bourjois Healthy Mix Foundation - 51 Vanille Clair,Bourjois,EGP 185.00,147 verified ratings,4.3/5
1230,Tresemme Botanix Nourish & Relenish Hair Conditioner - 600 Ml,Tresemme,EGP 98.95,314 verified ratings,4.5/5
1231,Amanda Liquid Blush Silky Matte Finish – No.03,Amanda,EGP 120.00,52 verified ratings,4.5/5
1232,Andora Solid Cotton Full Sleeves Casual Shirt - Dark Beige,Andora,EGP 225.00,7 verified ratings,4.4/5
1233,Funny Bunny (3) Basic Half Sleeves Snap Closure Bodysuit - New Born,Funny Bunny,EGP 133.00 - EGP 148.00,59 verified ratings,4.6/5
1234,SHEIN 10pcs Faux Pearl Decor Ring-0500,SHEIN,EGP 79.00,3 verified ratings,3.3/5
1235,LC Waikiki Classic Collar Straight Long Sleeve Women's Tunic,LC Waikiki,EGP 269.00,2 verified ratings,5/5
1236,"Underwear And Socks Oraganizer Drawer, 3 PCSFoldable",(105 verified ratings),EGP 125.00,105 verified ratings,4.3/5
1237,American Eagle AE Short-Sleeve V-Neck T-Shirt,American Eagle,EGP 150.00,4 verified ratings,4.8/5
1238,Cottonil Bundle Of Three Sleeves Snap Closure Bodysuit,Cottonil,EGP 129.99,112 verified ratings,4.6/5
1239,Izor Bi-tone Half Sleeves Rounded Tee - Burgindy & Navy Blue,Izor,EGP 119.00,308 verified ratings,4.2/5
1240,Dermatique Vitamin C Serum 10% - 40ml,Dermatique,EGP 180.00,299 verified ratings,4.2/5
1241,Mesery Bundle Of (4) Cotton Stretch Plain Tank Tops,Mesery,EGP 169.99,9 verified ratings,3.6/5
1242,Partition Drawer Organizer,(148 verified ratings),EGP 32.14,148 verified ratings,4.1/5
1243,Diana Secret Bundle Of Three Multi-Patterns Panties,Diana Secret,EGP 59.00,18 verified ratings,4.6/5
1244,Bless Leave In Cream Curl With Shea Butter - 450G,Bless,EGP 80.00,118 verified ratings,4.2/5
1245,Manicure & Pedicure Set - 7 Pcs,(42 verified ratings),EGP 39.99,42 verified ratings,3.6/5
1246,Rehana Pure Corn Starch - 240 gm,Rehana,EGP 8.25,84 verified ratings,4.6/5
1247,Mero Box Of 250 Sachet Ketchup - 7 Gm,Mero,EGP 50.00,2 verified ratings,5/5
1248,Infinity Care Hydro Boost Gel SPF 50+ 60 Ml Anti Shine Offer 2 Pcs,Infinity,EGP 215.00,7 verified ratings,4.7/5
1249,Divol Shower Gel For Kids 500 Ml,Divol,EGP 64.90,79 verified ratings,4.4/5
1250,American Eagle Dream Super High-Waisted Jegging Crop,American Eagle,EGP 350.00,1 verified rating,5/5
1251,Mesery Bundle Of Six Solid Slip On Underwear,Mesery,EGP 129.99,1831 verified ratings,4.4/5
1252,SteriMax Hand Sanitizer Gel Blue - 500ML,SteriMax,EGP 35.00,9 verified ratings,4.7/5
1253,Brand Stores Tiger Leather Waist Bag-Brand Stores - White & Black,Brand Stores,EGP 59.00,122 verified ratings,4.2/5
1254,Car Windshield Sun Shades Umbrella - Fold-able (54 X 24 Inch),(113 verified ratings),EGP 185.00,113 verified ratings,4.1/5
1255,Sunsilk Honey Anit-Breakage Hair Shampoo -600ml,Sunsilk,EGP 43.00,8 verified ratings,4.8/5
1256,Casio Watch For Men MTP-V005L-2B4UDF Analog Leather Band Brown & Blue,Casio,EGP 569.00,8 verified ratings,4.9/5
1257,Luna Peach Lip Moisturizer - 3.5gm,Luna,EGP 14.00,177 verified ratings,4.1/5
1258,4PCS Leather Mens Bracelets Multilayer Rope BELIEVE Bracelet Braided,(6 verified ratings),EGP 63.00,6 verified ratings,4.3/5
1259,Me Now Pro Dynamic Matte Waterproof Liquid Eyeliner - 0.6g - Black - 01,Me Now Pro,EGP 35.00,182 verified ratings,4/5
1260,LC Waikiki Tie Collar Floral Long Sleeve Viscose Women's Dress,LC Waikiki,EGP 359.00,2 verified ratings,5/5
1261,Ballerina Suede BN-8 - Black,(6 verified ratings),EGP 79.00 - EGP 129.00,6 verified ratings,4.5/5
